epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
31,0.2894352972507477,0.8664079822616408,0.6001141965389252,0.7641196013289037,0.7988668555240793,0.8105184931115303
32,0.29214323312044144,0.8658536585365854,0.6011392772197723,0.7657807308970099,0.8,0.8107814554393185
33,0.2955283224582672,0.8686252771618626,0.6060254275798798,0.7691029900332226,0.802275960170697,0.8089635854341737
34,0.29376036673784256,0.8725055432372506,0.6105090379714966,0.7674418604651163,0.8011363636363636,0.8097982049962842
35,0.2877650558948517,0.873059866962306,0.6117464303970337,0.7657807308970099,0.8,0.8092379809066482
36,0.29590485990047455,0.8747228381374723,0.6147273480892181,0.7657807308970099,0.8005657708628006,0.8088606871319957
37,0.2968280538916588,0.8675166297117517,0.6131806373596191,0.7641196013289037,0.7994350282485876,0.809409478076945
38,0.29054199159145355,0.8752771618625277,0.6147699654102325,0.7641196013289037,0.7994350282485876,0.8098096381409707
39,0.2890489250421524,0.8719512195121951,0.6159782111644745,0.7641196013289037,0.800561797752809,0.8095009432344368
40,0.28591491281986237,0.8708425720620843,0.6147466003894806,0.7657807308970099,0.8016877637130801,0.8095238095238095
41,0.2909174934029579,0.8713968957871396,0.6136476695537567,0.760797342192691,0.797752808988764,0.8096038415366147
42,0.2896707281470299,0.8708425720620843,0.6148170828819275,0.760797342192691,0.797752808988764,0.8090093180129194
43,0.28784380853176117,0.86529933481153,0.6150749027729034,0.7624584717607974,0.7988748241912799,0.8089407191448007
44,0.2968277037143707,0.8691796008869179,0.6153734028339386,0.7657807308970099,0.8011283497884344,0.8090436174469788
45,0.2869323343038559,0.8736141906873615,0.616722971200943,0.7641196013289037,0.8,0.8089178528554278
46,0.28560565412044525,0.8713968957871396,0.6171388626098633,0.7657807308970099,0.8011283497884344,0.8092379809066483
47,0.28861724585294724,0.8725055432372506,0.6180832386016846,0.7641196013289037,0.8,0.809020751157606
48,0.28999602049589157,0.8686252771618626,0.6144804656505585,0.7641196013289037,0.8,0.8095123763791231
49,0.28446339815855026,0.8680709534368071,0.6155722737312317,0.7641196013289037,0.8,0.8088149545532499
50,0.2893562689423561,0.8669623059866962,0.6151822507381439,0.7641196013289037,0.7994350282485876,0.8086777568170127
51,0.29074637591838837,0.8702882483370288,0.6160973906517029,0.7641196013289037,0.8,0.8084147944892244
52,0.291515976190567,0.8686252771618626,0.6168303787708282,0.7624584717607974,0.7983074753173484,0.8083233293317326
53,0.28835298866033554,0.873059866962306,0.615868091583252,0.7641196013289037,0.8,0.8090893500257246
54,0.2917682081460953,0.8702882483370288,0.6165386438369751,0.7641196013289037,0.8,0.8089521522894872
55,0.28924672305583954,0.8741685144124168,0.6150592565536499,0.7657807308970099,0.8011283497884344,0.8095466758131824
56,0.29321345686912537,0.8697339246119734,0.6145399808883667,0.7674418604651163,0.8022598870056498,0.8094666438003773
57,0.28772564977407455,0.8719512195121951,0.6146932542324066,0.7657807308970099,0.8011283497884344,0.8091122163150974
58,0.28616250306367874,0.8658536585365854,0.6119610667228699,0.7657807308970099,0.8005657708628006,0.8093180129194535
59,0.2856137827038765,0.8702882483370288,0.6136974394321442,0.7657807308970099,0.8005657708628006,0.809512376379123
60,0.28738807141780853,0.8741685144124168,0.6128491759300232,0.7657807308970099,0.8005657708628006,0.8090779168810381
61,0.2852523475885391,0.8725055432372506,0.6127968430519104,0.7657807308970099,0.8005657708628006,0.8096038415366147
62,0.29113034158945084,0.8708425720620843,0.6142290234565735,0.7674418604651163,0.8016997167138811,0.8091922483279026
63,0.2813198119401932,0.8725055432372506,0.616354763507843,0.7641196013289037,0.7988668555240793,0.8086320242382667
64,0.2923687547445297,0.8708425720620843,0.6160829067230225,0.7624584717607974,0.7977369165487977,0.8089864517235466
65,0.3023768737912178,0.8708425720620843,0.6147342324256897,0.7624584717607974,0.7988748241912799,0.8095695421025553
66,0.2880414053797722,0.8713968957871396,0.6158967614173889,0.7641196013289037,0.7994350282485876,0.8087920882638769
67,0.2900444567203522,0.8719512195121951,0.6153167188167572,0.7641196013289037,0.8,0.8090893500257246
68,0.2906257063150406,0.8675166297117517,0.6156239807605743,0.7641196013289037,0.8,0.8093980449322586
69,0.2916107550263405,0.873059866962306,0.6157914698123932,0.760797342192691,0.7971830985915493,0.8090093180129194
70,0.2872430980205536,0.8725055432372506,0.6140078604221344,0.7657807308970099,0.8011283497884344,0.809306579774767
71,0.2875602915883064,0.8697339246119734,0.6144325137138367,0.7641196013289037,0.7994350282485876,0.8094209112216315
72,0.2873366102576256,0.8691796008869179,0.6163029968738556,0.7641196013289037,0.7988668555240793,0.8092151146172755
73,0.2881253659725189,0.8702882483370288,0.6154674589633942,0.7657807308970099,0.8005657708628006,0.8091693820385297
74,0.28778526932001114,0.8713968957871396,0.6145431399345398,0.7657807308970099,0.8011283497884344,0.809512376379123
75,0.2891453951597214,0.8725055432372506,0.6140933930873871,0.7641196013289037,0.8,0.8096038415366147
76,0.29879214614629745,0.8680709534368071,0.6165411472320557,0.7624584717607974,0.7977369165487977,0.8088263876979365
77,0.28940510749816895,0.8697339246119734,0.6163212358951569,0.7657807308970099,0.8005657708628006,0.8090893500257247
78,0.28647178411483765,0.8686252771618626,0.6138644814491272,0.7657807308970099,0.8005657708628006,0.8095924083919281
79,0.2906900942325592,0.8702882483370288,0.6137796342372894,0.7657807308970099,0.8011283497884344,0.8095009432344367
80,0.28966550529003143,0.8719512195121951,0.6137315630912781,0.7657807308970099,0.8005657708628006,0.8095123763791229
81,0.28901900351047516,0.8747228381374723,0.6144830882549286,0.7674418604651163,0.8028169014084507,0.8092608471960212
82,0.2915164679288864,0.8691796008869179,0.6164149641990662,0.7674418604651163,0.8028169014084507,0.8089064197107415
83,0.29104313999414444,0.8719512195121951,0.616878092288971,0.7641196013289037,0.7994350282485876,0.8083233293317328
84,0.295841746032238,0.8664079822616408,0.6167687475681305,0.7657807308970099,0.8,0.8081632653061225
85,0.2944251671433449,0.8713968957871396,0.6179876625537872,0.7657807308970099,0.8,0.8084948265020295
86,0.2865467146039009,0.8708425720620843,0.6159666776657104,0.7624584717607974,0.7977369165487977,0.8090550505916652
87,0.28799573332071304,0.8725055432372506,0.6148747205734253,0.7624584717607974,0.7988748241912799,0.8092608471960212
88,0.28377292677760124,0.8741685144124168,0.6163600385189056,0.7624584717607974,0.7988748241912799,0.80897501857886
89,0.29382190108299255,0.8702882483370288,0.6164684891700745,0.7624584717607974,0.7988748241912799,0.8090664837363517
90,0.2993398830294609,0.8686252771618626,0.615192174911499,0.7624584717607974,0.7983074753173484,0.8089292860001143
91,0.2880791127681732,0.8702882483370288,0.6160845160484314,0.7624584717607974,0.7983074753173484,0.8089292860001144
92,0.2970445081591606,0.8680709534368071,0.6137662827968597,0.7641196013289037,0.8,0.8093180129194535
93,0.2859640046954155,0.8708425720620843,0.6142165064811707,0.7641196013289037,0.8,0.8089864517235466
94,0.28469885140657425,0.873059866962306,0.616481214761734,0.7641196013289037,0.8,0.8087692219745042
95,0.29341571033000946,0.8675166297117517,0.616520494222641,0.7624584717607974,0.7983074753173484,0.808997884868233
96,0.2936636805534363,0.8747228381374723,0.6141965687274933,0.7624584717607974,0.7983074753173484,0.8086548905276396
97,0.2913242131471634,0.873059866962306,0.614276260137558,0.7624584717607974,0.7983074753173484,0.808792088263877
98,0.2936075031757355,0.8713968957871396,0.6150243580341339,0.7657807308970099,0.8005657708628006,0.8086320242382667
99,0.2891688421368599,0.873059866962306,0.6148634254932404,0.7641196013289037,0.7994350282485876,0.8086548905276396
100,0.28595536202192307,0.8697339246119734,0.6160211265087128,0.7624584717607974,0.7977369165487977,0.8087120562510718
101,0.284800723195076,0.873059866962306,0.6167106628417969,0.7641196013289037,0.7988668555240793,0.8091122163150974
102,0.2865304499864578,0.8758314855875832,0.6161724328994751,0.7624584717607974,0.7977369165487977,0.8089864517235466
103,0.29140280932188034,0.8708425720620843,0.6174024641513824,0.7657807308970099,0.8005657708628006,0.8087806551191907
104,0.2856137901544571,0.8702882483370288,0.6173838376998901,0.7641196013289037,0.7988668555240793,0.8086891899616989
105,0.2904989644885063,0.86529933481153,0.6162925064563751,0.7641196013289037,0.7994350282485876,0.8086205910935803
106,0.29121844470500946,0.8708425720620843,0.6167423725128174,0.7641196013289037,0.7988668555240793,0.808769221974504
107,0.28511762619018555,0.8713968957871396,0.6173533797264099,0.7641196013289037,0.7994350282485876,0.8089407191448008
108,0.2970106974244118,0.8686252771618626,0.61536705493927,0.7624584717607974,0.7977369165487977,0.8089978848682331
109,0.29088352620601654,0.8713968957871396,0.6141104698181152,0.7674418604651163,0.8016997167138811,0.8091122163150974
110,0.29322220385074615,0.8719512195121951,0.6153614521026611,0.7624584717607974,0.7977369165487977,0.8088035214085634
111,0.2818050682544708,0.8736141906873615,0.6156619787216187,0.7624584717607974,0.7977369165487977,0.8088149545532499
112,0.29312528669834137,0.8752771618625277,0.6146053373813629,0.7657807308970099,0.8011283497884344,0.8087577888298177
113,0.2902657389640808,0.8686252771618626,0.6132236421108246,0.7657807308970099,0.8011283497884344,0.809226547761962
114,0.2917567417025566,0.873059866962306,0.6125215888023376,0.7641196013289037,0.8,0.8093751786428858
115,0.28778526932001114,0.864190687361419,0.6132237315177917,0.7674418604651163,0.8016997167138811,0.8090550505916652
116,0.2945922091603279,0.8719512195121951,0.6164640188217163,0.7657807308970099,0.8005657708628006,0.8089292860001144
117,0.2856665775179863,0.8719512195121951,0.6149267256259918,0.7657807308970099,0.8005657708628006,0.8089750185788601
118,0.27958979085087776,0.8675166297117517,0.6166199147701263,0.7657807308970099,0.8,0.8087806551191905
119,0.28623558580875397,0.8708425720620843,0.617450475692749,0.7624584717607974,0.7983074753173484,0.808483393357343
120,0.28988470137119293,0.8725055432372506,0.616978108882904,0.7624584717607974,0.7983074753173484,0.8088949865660549
121,0.2883431762456894,0.8713968957871396,0.6159087419509888,0.7691029900332226,0.8033946251768034,0.8091579488938433
122,0.28486283123493195,0.8702882483370288,0.614548534154892,0.7657807308970099,0.8005657708628006,0.8092837134853941
123,0.2859940454363823,0.8702882483370288,0.6150822639465332,0.7641196013289037,0.7994350282485876,0.8093523123535128
124,0.2913239896297455,0.8680709534368071,0.6145675778388977,0.7657807308970099,0.8005657708628006,0.8090893500257244
125,0.28796546161174774,0.8763858093126385,0.6146761476993561,0.7657807308970099,0.8005657708628006,0.8089521522894871
126,0.28544287383556366,0.8736141906873615,0.613365113735199,0.7624584717607974,0.7983074753173484,0.8090436174469787
127,0.29322340339422226,0.8702882483370288,0.6108683049678802,0.7657807308970099,0.8011283497884344,0.8096610072600468
128,0.29425671696662903,0.873059866962306,0.6115344166755676,0.7657807308970099,0.8011283497884344,0.8097982049962842
129,0.28408608585596085,0.8702882483370288,0.6119264960289001,0.7657807308970099,0.8005657708628006,0.809306579774767
130,0.28301647305488586,0.8741685144124168,0.6125908493995667,0.7641196013289037,0.8,0.8090550505916652
131,0.2884492799639702,0.8675166297117517,0.614300400018692,0.7641196013289037,0.7994350282485876,0.8089407191448008
132,0.2865081652998924,0.8708425720620843,0.613850861787796,0.7641196013289037,0.7994350282485876,0.8088035214085634
133,0.2976151406764984,0.8675166297117517,0.6138741075992584,0.7624584717607974,0.7988748241912799,0.8091579488938433
134,0.2879686951637268,0.8713968957871396,0.6135039031505585,0.7624584717607974,0.7983074753173484,0.8093065797747669
135,0.2902443930506706,0.8747228381374723,0.6144759654998779,0.7641196013289037,0.800561797752809,0.8093294460641399
136,0.28493376076221466,0.8736141906873615,0.6133527755737305,0.7641196013289037,0.800561797752809,0.8092951466300806
137,0.2880213037133217,0.873059866962306,0.6136538982391357,0.7641196013289037,0.7994350282485876,0.8091579488938432
138,0.2911083698272705,0.873059866962306,0.6128951013088226,0.7641196013289037,0.7994350282485876,0.8093866117875721
139,0.2866448014974594,0.8747228381374723,0.6127058863639832,0.7691029900332226,0.8028368794326242,0.8096724404047333
140,0.28368011116981506,0.8747228381374723,0.6155645847320557,0.7674418604651163,0.8016997167138811,0.8090779168810381
141,0.2846215218305588,0.8713968957871396,0.6168369054794312,0.7657807308970099,0.8005657708628006,0.8090550505916652
142,0.2965233251452446,0.8675166297117517,0.6179796755313873,0.7641196013289037,0.8,0.8086548905276395
143,0.2898799777030945,0.8702882483370288,0.6183598339557648,0.7624584717607974,0.7977369165487977,0.8088492539873091
144,0.28407858312129974,0.8719512195121951,0.6172922849655151,0.7657807308970099,0.8,0.8089292860001143
145,0.28926166146993637,0.8736141906873615,0.6156900525093079,0.7657807308970099,0.8011283497884344,0.8088035214085634
146,0.28547024726867676,0.8747228381374723,0.6156275570392609,0.7657807308970099,0.8005657708628006,0.8089064197107414
147,0.28642671555280685,0.8719512195121951,0.6153813898563385,0.7624584717607974,0.7983074753173484,0.8084719602126564
148,0.2884902358055115,0.873059866962306,0.6142550408840179,0.7657807308970099,0.8005657708628006,0.8089635854341737
149,0.29483282566070557,0.8686252771618626,0.6159095466136932,0.7641196013289037,0.7982954545454546,0.8087920882638768
150,0.29076720774173737,0.8702882483370288,0.6169155240058899,0.7657807308970099,0.7994310099573257,0.808769221974504
151,0.2893354892730713,0.8725055432372506,0.6163869500160217,0.7641196013289037,0.7994350282485876,0.808792088263877
152,0.28477244824171066,0.8763858093126385,0.6149760782718658,0.7674418604651163,0.8016997167138811,0.8092608471960212
153,0.29291727393865585,0.873059866962306,0.6131105720996857,0.7657807308970099,0.8005657708628006,0.8093408792088264
154,0.2946181073784828,0.8664079822616408,0.6120533645153046,0.7641196013289037,0.7994350282485876,0.8096495741153604
155,0.28732438385486603,0.8686252771618626,0.61248779296875,0.7674418604651163,0.8022598870056498,0.8092608471960212
156,0.2814478129148483,0.8702882483370288,0.6130135357379913,0.7674418604651163,0.8022598870056498,0.8092608471960212
157,0.2950496971607208,0.8702882483370288,0.6122373044490814,0.7641196013289037,0.8,0.8094437775110044
158,0.28348419815301895,0.8736141906873615,0.6141404807567596,0.7657807308970099,0.8016877637130801,0.8090093180129193
159,0.28327128291130066,0.8725055432372506,0.614095538854599,0.7641196013289037,0.800561797752809,0.8092151146172755
160,0.2922203987836838,0.8664079822616408,0.6157442927360535,0.7641196013289037,0.8,0.8088035214085633
161,0.2831265330314636,0.8725055432372506,0.6147117614746094,0.7641196013289037,0.8,0.8089521522894874
162,0.28614142537117004,0.8713968957871396,0.6149527132511139,0.7641196013289037,0.7988668555240793,0.8091579488938432
163,0.29334939271211624,0.8719512195121951,0.6167856752872467,0.7624584717607974,0.7977369165487977,0.8087463556851313
164,0.28649576008319855,0.8713968957871396,0.6179115772247314,0.7657807308970099,0.8011283497884344,0.8088263876979362
165,0.2805706225335598,0.8752771618625277,0.6148691773414612,0.7674418604651163,0.8022598870056498,0.809146515749157
166,0.2874424383044243,0.8686252771618626,0.6138463616371155,0.7624584717607974,0.7983074753173484,0.8093866117875723
167,0.28872792422771454,0.8702882483370288,0.6142367720603943,0.7641196013289037,0.8,0.8093980449322586
168,0.28504980355501175,0.8702882483370288,0.6163860261440277,0.7624584717607974,0.7983074753173484,0.8089292860001144
169,0.2805248573422432,0.873059866962306,0.6164062023162842,0.7624584717607974,0.7977369165487977,0.8086548905276397
170,0.2859029918909073,0.873059866962306,0.6155961453914642,0.7624584717607974,0.7977369165487977,0.8089407191448008
171,0.28939948976039886,0.8691796008869179,0.6166598498821259,0.7641196013289037,0.7994350282485876,0.8089292860001143
172,0.2850463315844536,0.8752771618625277,0.6159537434577942,0.7624584717607974,0.7983074753173484,0.8088835534213685
173,0.2873072028160095,0.8630820399113082,0.6135700047016144,0.7641196013289037,0.8,0.8092494140513349
174,0.28525351732969284,0.8725055432372506,0.6146545708179474,0.7674418604651163,0.8022598870056498,0.8094552106556908
175,0.2868514284491539,0.8708425720620843,0.6147705614566803,0.7657807308970099,0.8011283497884344,0.8091122163150976
176,0.2846432775259018,0.8725055432372506,0.6154899895191193,0.7657807308970099,0.8011283497884344,0.8092379809066484
177,0.2895345613360405,0.8708425720620843,0.6166034042835236,0.7657807308970099,0.8,0.8091922483279026
178,0.28492365777492523,0.8747228381374723,0.6168358623981476,0.7641196013289037,0.7988668555240793,0.8094094780769452
179,0.2903882712125778,0.873059866962306,0.6186822056770325,0.7674418604651163,0.8022598870056498,0.8088149545532498
180,0.2914479225873947,0.8664079822616408,0.6188309490680695,0.7657807308970099,0.8005657708628006,0.8088378208426228
181,0.288321889936924,0.8725055432372506,0.6166290640830994,0.7641196013289037,0.7994350282485876,0.8089178528554278
182,0.27996353432536125,0.8774944567627494,0.6142837703227997,0.7657807308970099,0.8011283497884344,0.8092608471960213
183,0.2879572808742523,0.8741685144124168,0.6160006821155548,0.7641196013289037,0.8,0.8092608471960212
184,0.2905091717839241,0.8686252771618626,0.6167620122432709,0.7674418604651163,0.8022598870056498,0.8089750185788601
185,0.28101953119039536,0.8719512195121951,0.614631861448288,0.7674418604651163,0.8022598870056498,0.808997884868233
186,0.29292600601911545,0.8675166297117517,0.6161084473133087,0.7641196013289037,0.8,0.8092494140513349
187,0.2887384444475174,0.8713968957871396,0.614970326423645,0.7641196013289037,0.8,0.8086777568170125
188,0.2842291072010994,0.8725055432372506,0.6150394380092621,0.7641196013289037,0.8,0.8087577888298175
189,0.2892155349254608,0.8741685144124168,0.6127979457378387,0.7674418604651163,0.8028169014084507,0.8094094780769451
190,0.28587184846401215,0.8702882483370288,0.6130419969558716,0.7657807308970099,0.8011283497884344,0.809100783170411
191,0.2884717211127281,0.873059866962306,0.6124441027641296,0.7674418604651163,0.8028169014084507,0.8094552106556909
192,0.2869696691632271,0.8719512195121951,0.6124621629714966,0.7691029900332226,0.8039492242595204,0.8095238095238095
193,0.28895048052072525,0.8702882483370288,0.6137229800224304,0.7657807308970099,0.8011283497884344,0.8092837134853941
194,0.2832270562648773,0.8736141906873615,0.6162492036819458,0.7657807308970099,0.8011283497884344,0.8084833933573429
195,0.28928473591804504,0.8713968957871396,0.6158754229545593,0.7691029900332226,0.8033946251768034,0.8089064197107414
196,0.2861652970314026,0.873059866962306,0.6158776581287384,0.7674418604651163,0.8022598870056498,0.8091350826044704
197,0.2857133075594902,0.8664079822616408,0.6160982549190521,0.7657807308970099,0.8005657708628006,0.8090436174469788
198,0.2899337634444237,0.8702882483370288,0.6163673102855682,0.7657807308970099,0.8005657708628006,0.8086891899616989
199,0.2849825918674469,0.8725055432372506,0.6149480938911438,0.7641196013289037,0.8,0.8090436174469788
200,0.28996583074331284,0.8697339246119734,0.6154084205627441,0.7657807308970099,0.8,0.8090093180129195
201,0.2903883531689644,0.873059866962306,0.6166680157184601,0.7674418604651163,0.8016997167138811,0.8087692219745042
202,0.28954771161079407,0.8702882483370288,0.6150344908237457,0.7657807308970099,0.8005657708628006,0.8088035214085634
203,0.28340422362089157,0.8708425720620843,0.6134391725063324,0.7657807308970099,0.8,0.8092151146172754
204,0.2877623289823532,0.8691796008869179,0.6114490628242493,0.7674418604651163,0.8011363636363636,0.8093294460641399
205,0.28745589405298233,0.8680709534368071,0.6128250062465668,0.7657807308970099,0.8005657708628006,0.8094666438003773
206,0.28635024279356003,0.8658536585365854,0.6145521104335785,0.7657807308970099,0.8,0.8089178528554279
207,0.28927209228277206,0.873059866962306,0.6141233742237091,0.7641196013289037,0.7988668555240793,0.8088035214085634
208,0.2872787192463875,0.8736141906873615,0.6142439246177673,0.7624584717607974,0.7983074753173484,0.8089864517235466
209,0.2888937368988991,0.8686252771618626,0.6135928630828857,0.7657807308970099,0.8005657708628006,0.8094209112216315
210,0.2858690544962883,0.8713968957871396,0.6138200461864471,0.7674418604651163,0.8016997167138811,0.8094666438003774
211,0.28996337205171585,0.8725055432372506,0.6146951913833618,0.7674418604651163,0.8016997167138811,0.8089978848682331
212,0.28525496274232864,0.8747228381374723,0.6148044764995575,0.7657807308970099,0.8011283497884344,0.8089521522894871
213,0.2871636599302292,0.8658536585365854,0.614595502614975,0.7657807308970099,0.8011283497884344,0.8094437775110044
214,0.29070863127708435,0.8708425720620843,0.6160469949245453,0.7657807308970099,0.8011283497884344,0.8093980449322586
215,0.2906573638319969,0.8713968957871396,0.615401566028595,0.7657807308970099,0.8005657708628006,0.8092494140513349
216,0.28526531904935837,0.8697339246119734,0.6155954599380493,0.7674418604651163,0.8022598870056498,0.8089521522894874
217,0.2825373560190201,0.8741685144124168,0.6158735156059265,0.7657807308970099,0.8005657708628006,0.8090779168810381
218,0.28902381658554077,0.8708425720620843,0.6145651042461395,0.7641196013289037,0.7994350282485876,0.8092265477619619
219,0.2949684336781502,0.8702882483370288,0.6142623722553253,0.7657807308970099,0.8016877637130801,0.8093637454981992
220,0.28662483394145966,0.8697339246119734,0.613514244556427,0.760797342192691,0.7971830985915493,0.809175098610873
221,0.29563895612955093,0.8686252771618626,0.6121944189071655,0.7641196013289037,0.8,0.8093637454981992
222,0.297674223780632,0.8713968957871396,0.616417646408081,0.7624584717607974,0.7983074753173484,0.8087463556851311
223,0.2896975129842758,0.8702882483370288,0.6163286566734314,0.7624584717607974,0.7965860597439545,0.8085977248042073
224,0.2890034019947052,0.8702882483370288,0.6170759201049805,0.7624584717607974,0.7971631205673759,0.8087692219745041
225,0.2884095758199692,0.8686252771618626,0.6140852570533752,0.7674418604651163,0.8011363636363636,0.8092722803407078
226,0.2853267043828964,0.8708425720620843,0.6157652735710144,0.7657807308970099,0.8,0.8091465157491569
227,0.2949368804693222,0.8736141906873615,0.6158061325550079,0.7641196013289037,0.7982954545454546,0.8094552106556909
228,0.2814171388745308,0.8763858093126385,0.6156941950321198,0.7624584717607974,0.7977369165487977,0.8092151146172755
229,0.29248908162117004,0.8697339246119734,0.6135282218456268,0.7624584717607974,0.7977369165487977,0.8095695421025553
230,0.2896450161933899,0.8708425720620843,0.6143972277641296,0.7624584717607974,0.7983074753173484,0.80932944606414
231,0.28607702255249023,0.8780487804878049,0.6143174469470978,0.7641196013289037,0.8,0.8089750185788601
232,0.29101406782865524,0.873059866962306,0.6147920787334442,0.7657807308970099,0.8011283497884344,0.8088721202766821
233,0.28602463752031326,0.8747228381374723,0.6164840757846832,0.7624584717607974,0.7988748241912799,0.8083690619104785
234,0.2869311422109604,0.8702882483370288,0.6176065802574158,0.760797342192691,0.7971830985915493,0.8084662436403132
235,0.28700707852840424,0.8725055432372506,0.615852415561676,0.7641196013289037,0.8,0.8089521522894872
236,0.2911117225885391,0.8680709534368071,0.6145464181900024,0.7641196013289037,0.7994350282485876,0.8091922483279026
237,0.28368427604436874,0.8736141906873615,0.6142573058605194,0.7657807308970099,0.8011283497884344,0.809661007260047
238,0.28856775909662247,0.8675166297117517,0.6149232089519501,0.7641196013289037,0.7994350282485876,0.80932944606414
239,0.2924952805042267,0.8708425720620843,0.6155924201011658,0.7641196013289037,0.7988668555240793,0.8091122163150974
240,0.2878977358341217,0.8708425720620843,0.6162101328372955,0.7657807308970099,0.8005657708628006,0.8091693820385297
241,0.2916339933872223,0.8780487804878049,0.6154197454452515,0.7657807308970099,0.8005657708628006,0.8093637454981992
242,0.28610779345035553,0.8747228381374723,0.6151497960090637,0.7657807308970099,0.8005657708628006,0.8092608471960213
243,0.28472865372896194,0.8686252771618626,0.6152094304561615,0.7674418604651163,0.8016997167138811,0.8092379809066483
244,0.28897882252931595,0.8708425720620843,0.6137180328369141,0.7691029900332226,0.8028368794326242,0.8092608471960212
245,0.2907305210828781,0.8658536585365854,0.6137064099311829,0.7691029900332226,0.8028368794326242,0.8091350826044703
246,0.28984396159648895,0.8691796008869179,0.614487886428833,0.7674418604651163,0.8016997167138811,0.8088149545532498
247,0.2869369015097618,0.8691796008869179,0.6140399277210236,0.7641196013289037,0.7988668555240793,0.8091808151832162
248,0.289530873298645,0.8713968957871396,0.6133648157119751,0.7641196013289037,0.8,0.8094209112216315
249,0.2886880040168762,0.8697339246119734,0.6152640879154205,0.7641196013289037,0.8,0.8090321843022923
250,0.29231762886047363,0.8747228381374723,0.614741861820221,0.7657807308970099,0.8011283497884344,0.8090321843022923
251,0.2914507985115051,0.873059866962306,0.6141271889209747,0.7624584717607974,0.7983074753173484,0.8092036814725891
252,0.29213737696409225,0.8736141906873615,0.614456057548523,0.760797342192691,0.7966101694915254,0.8089521522894871
253,0.2852950915694237,0.8697339246119734,0.613978236913681,0.7641196013289037,0.7994350282485876,0.8089864517235467
254,0.2908998876810074,0.8719512195121951,0.6132507622241974,0.7674418604651163,0.8022598870056498,0.8092722803407078
